control.1	control.2	control.3	rna1.1	rna1.2	rna1.3	rna2.1	rna2.2	rna2.3	Majority.protein.IDs	Protein.names	Gene.names
2.5553e+10	3.0607e+10	3.3116e+10	2.9155e+10	3.0828e+10	2.9065e+10	2.7852e+10	3.0949e+10	2.7305e+10	P62258;P62258-2	14-3-3 protein epsilon	YWHAE
2.123e+10	2.7381e+10	2.326e+10	2.6985e+10	2.7175e+10	2.7248e+10	2.6711e+10	2.5546e+10	2.7737e+10	P62263;E5RH77;H0YB22	40S ribosomal protein S14	RPS14
3.6601e+10	3.3908e+10	3.4601e+10	3.3187e+10	3.5096e+10	2.8293e+10	3.3791e+10	3.2574e+10	3.2914e+10	P62266;D6RD47	40S ribosomal protein S23	RPS23
3.203e+10	3.8268e+10	3.7636e+10	3.6513e+10	3.5259e+10	3.2527e+10	3.6257e+10	3.1565e+10	3.4583e+10	P62269	40S ribosomal protein S18	RPS18
2684500000	3088600000	2385200000	3852600000	2430700000	3209200000	3397800000	3169100000	3020600000	P62273;A8MZ73	40S ribosomal protein S29	RPS29
1.1649e+10	1.356e+10	1.0629e+10	1.5284e+10	1.3504e+10	1.3801e+10	1.1518e+10	1.2262e+10	1.1704e+10	P62277	40S ribosomal protein S13	RPS13
2.0558e+10	2.1078e+10	1.9771e+10	1.9069e+10	1.9392e+10	1.7177e+10	1.9078e+10	1.7591e+10	1.8295e+10	P62280	40S ribosomal protein S11	RPS11
2282900000	1844800000	2045200000	2133600000	1660100000	1894400000	2230800000	2217800000	2541900000	P62304;A6NHK2	Small nuclear ribonucleoprotein E	SNRPE
5652600000	5622800000	5.7e+09	6.078e+09	6043500000	5519500000	5151200000	6137400000	4872700000	P62306;F8W0W6	Small nuclear ribonucleoprotein F	SNRPF
92044000	167090000	97337000	181390000	194740000	178550000	106220000	151380000	197030000	P62310	U6 snRNA-associated Sm-like protein LSm3	LSM3
1385100000	1243500000	1178400000	1138100000	1046200000	1070300000	860030000	886220000	806300000	P62312	U6 snRNA-associated Sm-like protein LSm6	LSM6
5723300000	5110800000	4103200000	4.745e+09	5714300000	7275400000	6012700000	6156700000	5284200000	P62314	Small nuclear ribonucleoprotein Sm D1	SNRPD1
7089900000	7941400000	8405600000	7080700000	7386900000	6503200000	8185100000	6678500000	5994500000	P62316	Small nuclear ribonucleoprotein Sm D2	SNRPD2
256230000	405990000	238590000	300020000	205860000	266720000	209250000	351230000	377190000	P62330	ADP-ribosylation factor 6	ARF6
6.195e+09	5992100000	4622900000	4.756e+09	5222900000	5411900000	5335200000	4546800000	5.176e+09	P62333;H0YJC0	26S protease regulatory subunit 10B	PSMC6
152630000	141320000	8.5e+07	103620000	93913000	72952000	143510000	157460000	195950000	P62380	TATA box-binding protein-like protein 1	TBPL1
4.7299e+10	4.6986e+10	3.757e+10	4.0946e+10	3.8581e+10	4.1761e+10	4.0619e+10	4.7806e+10	4.5592e+10	P62424;Q5T8U2;Q5T8U3	60S ribosomal protein L7a	RPL7A
525160000	610920000	508490000	455940000	409730000	532920000	619580000	506710000	505250000	P62487;E9PIU7;E9PKH3	DNA-directed RNA polymerase II subunit RPB7	POLR2G
8366400000	7330800000	7.385e+09	7742500000	8797700000	8715800000	8597800000	8951400000	9917500000	P62495;B7Z7P8;Q96CG1	Eukaryotic peptide chain release factor subunit 1	ETF1
5009900000	6697200000	7210400000	5146200000	4824700000	4208200000	6219900000	6846200000	6073700000	P62633;P62633-2;B4DP17;P62633-3;Q4JGY0;E9PDR7	Cellular nucleic acid-binding protein	CNBP
5.1261e+10	5.5667e+10	4.6927e+10	5.1021e+10	5.0841e+10	4.9482e+10	4.7212e+10	4.7186e+10	4.8412e+10	P62701	40S ribosomal protein S4, X isoform	RPS4X
1494100000	1202500000	1652400000	1515100000	1830400000	1670500000	1499300000	1153500000	1494300000	P62714;H0YBN9	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CB
1329200000	2045700000	1292700000	2937600000	2278500000	2083500000	2663700000	1607500000	2263400000	P62745	Rho-related GTP-binding protein RhoB	RHOB
3.7983e+10	4.676e+10	3.8042e+10	4.5156e+10	3.9798e+10	4.0368e+10	3.6115e+10	4.2762e+10	4.1184e+10	P62753;A2A3R5	40S ribosomal protein S6	RPS6
2.4478e+11	2.5129e+11	2.2304e+11	1.6643e+11	1.9046e+11	1.9811e+11	2.0749e+11	2.0788e+11	1.8839e+11	P62805	Histone H4	HIST1H4A
3.75e+09	3980300000	3450700000	5040500000	4793500000	5276700000	3858800000	3990100000	4088600000	P62820;B7Z8M7;E7END7;P62820-2;P62820-3;E7ETK2	Ras-related protein Rab-1A	RAB1A
9563900000	9789100000	8857700000	8211700000	9367400000	7315500000	8305200000	1.0307e+10	9215400000	P62829;C9JD32	60S ribosomal protein L23	RPL23
28951000	49625000	120820000	110870000	102350000	122360000	122990000	86541000	87382000	P62834	Ras-related protein Rap-1A	RAP1A
3132800000	3.391e+09	2908700000	2615700000	3167100000	2.942e+09	2941400000	3381200000	3006600000	P62841	40S ribosomal protein S15	RPS15
2.2153e+10	2.0755e+10	2.1428e+10	2.252e+10	1.8344e+10	1.7955e+10	2.0565e+10	1.9866e+10	1.9497e+10	P62851	40S ribosomal protein S25	RPS25
6870600000	8491100000	7.79e+09	8071300000	7.125e+09	7.808e+09	7532300000	6999800000	6799500000	P62854;F8VZW7;Q5JNZ5	40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1	RPS26;RPS26P11
6.443e+09	7208700000	6542200000	6294500000	6161300000	7.931e+09	6312800000	5914700000	5400700000	P62857	40S ribosomal protein S28	RPS28
3363700000	3602500000	4257900000	3288600000	3680200000	3701500000	4385600000	4407100000	4284700000	P62873;B1AKQ9;B1AKQ8	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1
1041700000	686810000	849790000	839920000	900160000	935130000	719100000	1038900000	944380000	P62875	DNA-directed RNA polymerases I, II, and III subunit RPABC5	POLR2L
776910000	818260000	702520000	883310000	996380000	988670000	881170000	808090000	840210000	P62879;C9JIS1;C9JXA5;E7EP32;C9JZN1;B3KPU1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	GNB2
3.2738e+10	3.3937e+10	4.2892e+10	3.7387e+10	4.5879e+10	4.2145e+10	4.7175e+10	4.7767e+10	4.5573e+10	P62888;E5RI99	60S ribosomal protein L30	RPL30
40617000	78553000	40023000	53108000	36978000	56106000	50282000	121250000	56158000	P62891;Q59GN2	60S ribosomal protein L39;Putative 60S ribosomal protein L39-like 5	RPL39;RPL39P5
1.2532e+10	1.617e+10	1.5093e+10	1.4303e+10	1.2458e+10	1.3757e+10	1.4659e+10	1.5056e+10	1.3534e+10	P62899;P62899-2;C9JU56;B7Z4E3;B7Z4C8;Q6IRZ0;B8ZZK4	60S ribosomal protein L31	RPL31
3.2983e+10	3.3363e+10	3.0015e+10	2.7787e+10	2.5988e+10	2.613e+10	2.9048e+10	3.1099e+10	3.1815e+10	P62906	60S ribosomal protein L10a	RPL10A
2.8139e+10	2.9494e+10	2.7653e+10	2.8076e+10	2.453e+10	2.654e+10	2.8322e+10	2.8799e+10	2.6405e+10	P62913;P62913-2;Q5VVC8;Q5VVC9	60S ribosomal protein L11	RPL11
3.4078e+10	4.0151e+10	3.123e+10	3.5819e+10	3.4361e+10	3.3072e+10	3.2913e+10	3.0539e+10	3.1772e+10	P62917;E9PKZ0;E9PKU4;E7EW01;E9PIZ3;G3V1A1	60S ribosomal protein L8	RPL8
5.403e+10	6.9523e+10	6.9332e+10	9.1073e+10	8.1019e+10	9.0333e+10	7.4155e+10	9.5724e+10	8.4805e+10	P62937;B4DM82;F8WE65;C9J5S7	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase	PPIA
4362600000	5194600000	4916700000	5942200000	6310400000	5213200000	5215700000	4654600000	4992800000	P62942;Q5W0X3;Q1JUQ5	Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase	FKBP1A;FKBP12-Exip2
3.6017e+10	3.5357e+10	3.0927e+10	3.4966e+10	3.2294e+10	2.8205e+10	3.8801e+10	3.4516e+10	3.3976e+10	P62979;P0CG47;P62987;F5H6Q2;F5GYU3;F5H2Z3;F5H265;F5H7Y5;B4DV12;F5H388;F5H747;F5GXK7;Q96C32;F5H7K6;F5H041;P0CG48;F5GYX6;F5H4D8	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-C;Ubiquitin	RPS27A;UBB;UBA52;UBC
2903900000	2717200000	2865700000	3864200000	4006200000	3909700000	3740400000	3577700000	3.74e+09	P62993;P62993-2	Growth factor receptor-bound protein 2	GRB2
9233200000	8801500000	8.297e+09	1.0687e+10	9.906e+09	8692800000	7928500000	1.0443e+10	9843300000	P63000;P63000-2	Ras-related C3 botulinum toxin substrate 1	RAC1
7.996e+09	7442200000	7448700000	8100200000	8709700000	8529400000	7629600000	8514900000	7904800000	P63010;P63010-2;Q7Z451;F5GYG9	AP-2 complex subunit beta	AP2B1
1.165e+09	1322100000	1077200000	1242700000	1385700000	1282500000	1122400000	1084600000	1083400000	P63092-3;P63092;Q5JWF2-2;Q5JWF2;P63092-2;A6NI00	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	GNAS
341010000	264200000	352150000	281930000	238910000	238210000	191210000	188070000	174860000	P63096;B4E2V1	Guanine nucleotide-binding protein G(i) subunit alpha-1	GNAI1
2.7701e+10	3.7396e+10	3.4294e+10	4.6325e+10	4.2435e+10	4.1756e+10	3.8718e+10	4.1916e+10	4.2329e+10	P63104;E7EX29;B0AZS6;E7EX24;B7Z2E6;H0YB80;E7ESK7	14-3-3 protein zeta/delta	YWHAZ
3297400000	3464200000	3655200000	3672100000	4133200000	4012500000	3704600000	3671700000	3334600000	P63151;B4E1T7;E5RFR9	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	PPP2R2A
6.72e+09	7144100000	8.309e+09	3840600000	4.405e+09	3542500000	7.868e+09	7932100000	6580800000	P63167;F8VXL2;F8VRV5	Dynein light chain 1, cytoplasmic	DYNLL1
199480000	272470000	264620000	194930000	254040000	214370000	265540000	408760000	396300000	P63172;Q5VTU3	Dynein light chain Tctex-type 1	DYNLT1
8759600000	8293400000	6823200000	7717900000	6.523e+09	6274700000	6.514e+09	8018900000	7521200000	P63173	60S ribosomal protein L38	RPL38
3631200000	7434900000	8256900000	9.046e+09	8396400000	7472500000	8541900000	9278900000	8830600000	P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2;E5RGM3	S-phase kinase-associated protein 1	SKP1
271510000	316010000	367580000	416600000	358500000	429780000	427570000	410530000	396840000	P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	GNG5
1.1968e+10	1.555e+10	1.4889e+10	1.3475e+10	1.1934e+10	1.2395e+10	1.2431e+10	1.3911e+10	1.2052e+10	P63220;Q8WVC2;Q9BYK1	40S ribosomal protein S21	RPS21
3.1337e+10	3.2284e+10	3.4589e+10	3.455e+10	3.2156e+10	3.568e+10	3.4154e+10	3.736e+10	3.2264e+10	P63241;P63241-2;Q6IS14	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like	EIF5A;EIF5AL1
1.6599e+10	1.7452e+10	2.0022e+10	1.8838e+10	1.9975e+10	1.9655e+10	2.0229e+10	2.1275e+10	1.8568e+10	P63244;D6RAC2;H0Y8W2;H0YAF8;D6REE5;D6RHH4;D6RDF4;D6R9Z1;D6R9L0;D6RFX4	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	GNB2L1
1.8286e+11	2.1274e+11	1.9034e+11	2.0228e+11	2.057e+11	2.3595e+11	2.0692e+11	2.3611e+11	2.1849e+11	P63261;F5H0N0	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	ACTG1
1.2228e+10	1.2391e+10	1.0783e+10	1.4083e+10	1.1528e+10	1.2427e+10	1.2968e+10	1.327e+10	1.2322e+10	P63279;B0QYN7	SUMO-conjugating enzyme UBC9	UBE2I
5458300000	8345500000	8146300000	4264600000	4.052e+09	5081500000	7402600000	5449300000	5234700000	P63313	Thymosin beta-10	TMSB10
1.1545e+10	1.0652e+10	1.2823e+10	9793500000	1.0207e+10	9831100000	1.3045e+10	1.2914e+10	1.3623e+10	P67809;H0Y449;E7ETA0;C9J5V9	Nuclease-sensitive element-binding protein 1	YBX1
3.776e+09	3135600000	3204600000	3662400000	3984600000	3468300000	4.124e+09	3502900000	3462100000	Q5SRQ6;P67870;Q5SRQ3	Casein kinase II subunit beta	CSNK2B;CSNK2B-LY6G5B-1181
8787800000	7337900000	1.0025e+10	8786400000	8843600000	8779400000	9607100000	1.0074e+10	1.0031e+10	P67936	Tropomyosin alpha-4 chain	TPM4
387890000	417450000	416730000	321700000	264830000	286470000	271550000	246360000	366210000	P67936-2	Tropomyosin alpha-4 chain	TPM4
7219800000	1.9756e+10	1.7874e+10	2.2973e+10	1.8845e+10	2.2505e+10	2.0537e+10	2.2139e+10	2.4488e+10	P68032;P68133;Q5T8M8;A6NL76;E7EQV5	Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle	ACTC1;ACTA1
1.4676e+11	1.5053e+11	1.3917e+11	1.7879e+11	1.7768e+11	1.7527e+11	1.5693e+11	1.483e+11	1.5053e+11	P68104;Q5VTE0;Q6IQ15;F8W6I0	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	EEF1A1;EEF1A1P5
7.7941e+10	9.7988e+10	9.2836e+10	9.5582e+10	1.0441e+11	1.0279e+11	9.1721e+10	9.8487e+10	9.4081e+10	P68363;F8VVB9	Tubulin alpha-1B chain	TUBA1B;KLK9
1.3353e+11	1.472e+11	1.2678e+11	1.373e+11	1.3878e+11	1.4667e+11	1.3298e+11	1.3683e+11	1.2928e+11	P68371	Tubulin beta-4B chain	TUBB4B
2339200000	2162100000	2.941e+09	2367900000	3.469e+09	2714700000	3238900000	3130700000	2.401e+09	P68402	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH1B2
1.8206e+10	3.6581e+10	2.8251e+10	2.6559e+10	2.9995e+10	2.6769e+10	3.5366e+10	3.909e+10	3.3949e+10	P68431	Histone H3.1	HIST1H3A
784830000	974350000	1047800000	1147200000	916030000	1110400000	1145900000	1313500000	1251700000	P78316;E9PFK5;P78316-2;F5H653	Nucleolar protein 14	NOP14
1553700000	1385200000	1.646e+09	1370400000	1214700000	1151300000	1.49e+09	1484600000	1377900000	P78318	Immunoglobulin-binding protein 1	IGBP1
817990000	978910000	821480000	1.029e+09	1065300000	1126600000	1356700000	1294300000	1525200000	P78330;C9JBI3	Phosphoserine phosphatase	PSPH
9556100000	9320100000	7932500000	9403900000	1.0177e+10	9739400000	9219900000	9412900000	9575100000	P78344;P78344-2;D3DQV9;H0Y3P2;H0YCH5	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2
455230000	355690000	529160000	351320000	391970000	322890000	316980000	408780000	427100000	P78345;Q5VUC3;Q5VUC9	Ribonuclease P protein subunit p38	RPP38
1.1315e+10	1.1365e+10	1.0333e+10	1.062e+10	9965300000	1.009e+10	9418900000	1.029e+10	1.0432e+10	P78347;P78347-2;P78347-4;P78347-3;B4DH52	General transcription factor II-I	GTF2I
87453000	85844000	56941000	83454000	73372000	79775000	112700000	62376000	91522000	P78356;C9JMM2;P78356-2	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	PIP4K2B
41966000	29540000	30267000	66117000	43864000	54456000	45223000	41219000	59469000	P78357	Contactin-associated protein 1	CNTNAP1
2.738e+10	3.2061e+10	3.3842e+10	3.4494e+10	3.6353e+10	3.7331e+10	3.5447e+10	3.6723e+10	3.8285e+10	P78371;F5GWF6;F8VQ14	T-complex protein 1 subunit beta	CCT2
1832300000	1737400000	1494100000	1882300000	1769200000	1704700000	1675900000	1782700000	2035200000	P78406;E9PQ57;E9PPG9	mRNA export factor	RAE1
1.1468e+10	9858100000	9655200000	1.072e+10	1.0321e+10	1.0642e+10	9.851e+09	1.1436e+10	1.1079e+10	P78417;Q5TA02;D3DRA3;F5H7H0;Q5TA01	Glutathione S-transferase omega-1	GSTO1
8.7532e+10	8.6649e+10	8.6842e+10	7.4186e+10	7.4795e+10	7.4461e+10	8.2755e+10	8.7366e+10	8.602e+10	P78527;E7EUY0;P78527-2	DNA-dependent protein kinase catalytic subunit	PRKDC
149290000	165350000	120610000	92657000	115610000	113910000	98273000	10670000	71750000	P78536;P78536-2;A6H8L4;E7EUI5	Disintegrin and metalloproteinase domain-containing protein 17	ADAM17
124220000	193660000	134110000	164750000	168020000	171010000	209920000	229010000	236540000	P78549	Endonuclease III-like protein 1	NTHL1
90449000	53437000	44148000	60256000	71333000	96192000	51174000	38030000	114760000	P78560	Death domain-containing protein CRADD	CRADD
49466000	32408000	29586000	25926000	54813000	30881000	42952000	74928000	58461000	P80217;P80217-2	Interferon-induced 35 kDa protein	IFI35
2286600000	2631900000	2.576e+09	2344200000	2597100000	2444400000	2469600000	2409800000	2.774e+09	P80303;P80303-2;E7EV42;E9PKG6;H0YEG8	Nucleobindin-2;Nesfatin-1	NUCB2;DCAF5
6095900000	7554600000	1.0461e+10	1.0747e+10	9940800000	8.667e+09	1.2341e+10	1.3486e+10	1.18e+10	P80723;P80723-2	Brain acid soluble protein 1	BASP1
103420000	65117000	74077000	63695000	66003000	58030000	37445000	40636000	40062000	P81274;Q5T1N9	G-protein-signaling modulator 2	GPSM2
509570000	469050000	558620000	745270000	740790000	632030000	318750000	439500000	472090000	P82094;P82094-2;E9PGE8;F8WF45	TATA element modulatory factor	TMF1
3073200000	3001900000	3827600000	2.961e+09	3190900000	3273700000	3810200000	3767500000	4189800000	P82663;E7EPW2;B4DFJ5;B4DQG6	28S ribosomal protein S25, mitochondrial	MRPS25
739840000	635420000	474610000	284520000	492140000	546830000	526240000	613730000	450150000	P82664	28S ribosomal protein S10, mitochondrial	MRPS10
1228800000	1.266e+09	1409800000	869400000	1124500000	931150000	1.204e+09	1353100000	1061500000	P82673;P82673-2;H0YG82	28S ribosomal protein S35, mitochondrial	MRPS35
1377200000	1236600000	1396200000	1.198e+09	1392700000	1308700000	1205900000	1481100000	1383500000	P82675	28S ribosomal protein S5, mitochondrial	MRPS5
982860000	1504600000	1266800000	1156900000	1796200000	1497200000	1790500000	1.255e+09	1741300000	P82909;D6R941	28S ribosomal protein S36, mitochondrial	MRPS36
1012600000	1019600000	953690000	782190000	766270000	623600000	830700000	621560000	764360000	P82912;P82912-2;H0YL99	28S ribosomal protein S11, mitochondrial	MRPS11
1267400000	1.344e+09	1.384e+09	1326400000	1219200000	1161800000	1817800000	1795100000	1542600000	P82914	28S ribosomal protein S15, mitochondrial	MRPS15
104650000	70601000	61504000	69021000	91559000	106010000	165010000	128310000	125610000	P82921	28S ribosomal protein S21, mitochondrial	MRPS21
675380000	752350000	804250000	706200000	787960000	689130000	799120000	867990000	685340000	P82932	28S ribosomal protein S6, mitochondrial	MRPS6
1710700000	2005300000	2110400000	2052800000	2.274e+09	2050700000	2091800000	2221800000	2108700000	P82933	28S ribosomal protein S9, mitochondrial	MRPS9
886320000	8.6e+08	952120000	1078100000	1333600000	1242200000	1175700000	1534900000	1486500000	P82970;E9PG55;Q5JSL0;Q5JSK6	High mobility group nucleosome-binding domain-containing protein 5	HMGN5
456280000	615040000	501350000	342820000	328770000	404130000	601220000	455600000	413780000	P83111;P83111-2	Serine beta-lactamase-like protein LACTB, mitochondrial	LACTB
43301000	50838000	61589000	69427000	82605000	57093000	45448000	50293000	49310000	P83369	U7 snRNA-associated Sm-like protein LSm11	LSM11
505730000	424620000	408800000	498910000	578370000	520120000	432580000	430710000	419850000	P83436	Conserved oligomeric Golgi complex subunit 7	COG7
346540000	448860000	555470000	508610000	431350000	551270000	523770000	654760000	690250000	P83876	Thioredoxin-like protein 4A	TXNL4A
1500900000	1921300000	1971800000	2788100000	2550500000	2773500000	1188700000	1251400000	1303900000	P83916;E9PCS5;B5MD17	Chromobox protein homolog 1	CBX1
25847000	17697000	11677000	21298000	21105000	18656000	11954000	22063000	19567000	P84022	Mothers against decapentaplegic homolog 3	SMAD3
3182900000	3639300000	3740700000	3516100000	4160600000	4628500000	4372700000	4364100000	4257800000	P84077;P61204;F5H3A6;F5H423;B7ZB63	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3
497050000	715320000	892420000	764230000	752460000	863200000	819980000	522750000	754190000	P84085;C9J1Z8	ADP-ribosylation factor 5	ARF5
4314700000	4558700000	4680300000	4.182e+09	3736300000	3866200000	3807200000	5049900000	4457700000	P84090;G3V279	Enhancer of rudimentary homolog	ERH
1686700000	1.471e+09	1188200000	2058100000	1812500000	1883700000	1623300000	1532600000	1829400000	P84095	Rho-related GTP-binding protein RhoG	RHOG
1.5322e+10	2.0942e+10	1.6162e+10	1.8968e+10	1.722e+10	1.7466e+10	1.6335e+10	1.6119e+10	1.7552e+10	P84098	60S ribosomal protein L19	RPL19
1922800000	2.122e+09	2039400000	1799800000	1745600000	1722200000	1756200000	2183800000	1861100000	P84101;F8WBN3;B8ZZY7;F8WBV6;B5MCG1;A6NL45;B9A026;B9A031;C9JQZ0	Small EDRK-rich factor 2	SERF2
9080500000	1.1378e+10	1.3898e+10	1.8965e+10	1.4111e+10	2.379e+10	1.6013e+10	1.7407e+10	1.5484e+10	P84243	Histone H3.3	H3F3A
2.569e+09	2145600000	2444900000	2456600000	2651100000	2322500000	1988400000	1738200000	1775700000	P85037;F5H8G8;P85037-2	Forkhead box protein K1	FOXK1
536660000	364660000	365740000	398450000	406430000	376390000	356560000	250080000	284310000	P86791;P86790;F5H553	Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B	CCZ1;CCZ1B
1362100000	1347300000	1275300000	1828800000	2375500000	2404300000	3976200000	4243700000	4004800000	P98082;P98082-3;P98082-2	Disabled homolog 2	DAB2
210350000	275410000	271040000	98181000	103870000	97322000	113960000	64487000	62535000	P98160	Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide	HSPG2
65414000	126140000	32802000	29105000	55509000	52456000	41754000	43386000	48239000	P98170	E3 ubiquitin-protein ligase XIAP	XIAP
