Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A1D5PQ96	A0A1D5PQ96_CHICK	unreviewed	3-hydroxyisobutyrate dehydrogenase	HIBADH	Gallus gallus (Chicken)	163
A0A1D5PS45	A0A1D5PS45_CHICK	unreviewed	Mannosyltransferase (EC 2.4.1.-)	ALG12	Gallus gallus (Chicken)	203
A0A1L1RIY7	A0A1L1RIY7_CHICK	unreviewed	Pre-mRNA-splicing factor RBM22	RBM22	Gallus gallus (Chicken)	393
A0A1L1RVU4	A0A1L1RVU4_CHICK	unreviewed	Tripartite motif containing 24		Gallus gallus (Chicken)	218
Q9PTE9	Q9PTE9_CHICK	unreviewed	Adrenal hyoplasia protein DAX1	DAX1	Gallus gallus (Chicken)	263
R4GHX1	R4GHX1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	99
W0K996	W0K996_CHICK	unreviewed	Class II transactivator (Fragment)	CIITA	Gallus gallus (Chicken)	562
R4GF53	R4GF53_CHICK	unreviewed	Gastrin releasing peptide receptor	GRPR	Gallus gallus (Chicken)	387
A9UGK7	A9UGK7_CHICK	unreviewed	Low affinity neurotrophin p75 receptor	NGFR	Gallus gallus (Chicken)	414
R4GLV5	R4GLV5_CHICK	unreviewed	Sterol regulatory element binding transcription factor 1	SREBF1	Gallus gallus (Chicken)	1115
T1W3G4	T1W3G4_CHICK	unreviewed	MHC class I antigen (Fragment)	BF	Gallus gallus (Chicken)	90
A0A0S2GLV2	A0A0S2GLV2_CHICK	unreviewed	NADH dehydrogenase subunit 2 (Fragment)	ND2	Gallus gallus (Chicken)	180
Q6PVY9	Q6PVY9_CHICK	unreviewed	14-3-3 sigma (Fragment)		Gallus gallus (Chicken)	131
F1NYR0	F1NYR0_CHICK	unreviewed	Hydrocephalus inducing homolog	HYDIN	Gallus gallus (Chicken)	5084
F1P3Y5	F1P3Y5_CHICK	unreviewed	Family with sequence similarity 183 member A	FAM183A	Gallus gallus (Chicken)	131
F1NPB6	F1NPB6_CHICK	unreviewed	Chromosome 10 open reading frame 88	C6H10ORF88	Gallus gallus (Chicken)	435
R4GIB4	R4GIB4_CHICK	unreviewed	Jumonji domain containing 7	JMJD7	Gallus gallus (Chicken)	317
R4GGH6	R4GGH6_CHICK	unreviewed	Matrix metalloproteinase (EC 3.4.24.-)		Gallus gallus (Chicken)	457
A0A140T8H8	A0A140T8H8_CHICK	unreviewed	Uncharacterized protein	RBP	Gallus gallus (Chicken)	238
A0A1D5NXA6	A0A1D5NXA6_CHICK	unreviewed	Uncharacterized protein	ITIH3	Gallus gallus (Chicken)	890
A0A1D5PI13	A0A1D5PI13_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	93
A0A1D5PN89	A0A1D5PN89_CHICK	unreviewed	Cilia- and flagella-associated protein 65	CFAP65	Gallus gallus (Chicken)	1619
A0A1D5P7W0	A0A1D5P7W0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	624
A0A1D5PKQ9	A0A1D5PKQ9_CHICK	unreviewed	Protein sidekick-2	SDK2	Gallus gallus (Chicken)	2177
F1NPJ3	F1NPJ3_CHICK	unreviewed	Uncharacterized protein	CCDC127	Gallus gallus (Chicken)	264
E1BRR7	E1BRR7_CHICK	unreviewed	Hydroxyacid oxidase 1	HAO1	Gallus gallus (Chicken)	369
F1P256	F1P256_CHICK	unreviewed	Integrin subunit beta like 1		Gallus gallus (Chicken)	402
Q5ZMK6	Q5ZMK6_CHICK	unreviewed	Uncharacterized protein (Fragment)	RCJMB04_1m3	Gallus gallus (Chicken)	481
R4GHN1	R4GHN1_CHICK	unreviewed	Arachidonate 5-lipoxygenase activating protein	ALOX5AP	Gallus gallus (Chicken)	161
A0A1D5P732	A0A1D5P732_CHICK	unreviewed	Bromodomain containing 8	BRD8	Gallus gallus (Chicken)	920
A0A1D5PZ05	A0A1D5PZ05_CHICK	unreviewed	Family with sequence similarity 155 member B	FAM155B	Gallus gallus (Chicken)	439
A0A1L1RJF0	A0A1L1RJF0_CHICK	unreviewed	Uncharacterized protein	LOC417973	Gallus gallus (Chicken)	316
A0A1L1RUV6	A0A1L1RUV6_CHICK	unreviewed	Maleylacetoacetate isomerase isoform 3	GSTZ1	Gallus gallus (Chicken)	81
F1NMR0	F1NMR0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	254
F1NS51	F1NS51_CHICK	unreviewed	General transcription factor IIIC subunit 6	GTF3C6	Gallus gallus (Chicken)	218
A0A1D5NVH3	A0A1D5NVH3_CHICK	unreviewed	WWC family member 3	WWC3	Gallus gallus (Chicken)	1092
A0A1D5NY25	A0A1D5NY25_CHICK	unreviewed	Ankyrin repeat and SOCS box containing 9	ASB9	Gallus gallus (Chicken)	200
F1NQ46	F1NQ46_CHICK	unreviewed	Uncharacterized protein	LOC418339	Gallus gallus (Chicken)	531
F1NSQ0	F1NSQ0_CHICK	unreviewed	F-box and leucine rich repeat protein 22		Gallus gallus (Chicken)	226
Q5ZLR8	Q5ZLR8_CHICK	unreviewed	Uncharacterized protein	RCJMB04_5b12	Gallus gallus (Chicken)	606
Q5ZMM6	Q5ZMM6_CHICK	unreviewed	Uncharacterized protein	RCJMB04_1j17	Gallus gallus (Chicken)	318
A0A1L1RL94	A0A1L1RL94_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	228
A0A1L1RUN8	A0A1L1RUN8_CHICK	unreviewed	Argininosuccinate lyase	ASL2	Gallus gallus (Chicken)	254
A0A1L1RX07	A0A1L1RX07_CHICK	unreviewed	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Coenzyme Q10 monooxygenase 6)	COQ6	Gallus gallus (Chicken)	423
Q6ZLS4	Q6ZLS4_CHICK	unreviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3)	ND4	Gallus gallus (Chicken)	459
A0A1L1RIM9	A0A1L1RIM9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	376
A0A1L1RJU0	A0A1L1RJU0_CHICK	unreviewed	Diphthamide biosynthesis 5	DPH5	Gallus gallus (Chicken)	177
A0A1L1RMV3	A0A1L1RMV3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	315
A0A1L1RV04	A0A1L1RV04_CHICK	unreviewed	Uncharacterized protein	LOC100857809	Gallus gallus (Chicken)	269
A0A1L1RZD1	A0A1L1RZD1_CHICK	unreviewed	Uncharacterized protein	SRSF7	Gallus gallus (Chicken)	230
A0A1D5PEM2	A0A1D5PEM2_CHICK	unreviewed	Uncharacterized protein	LOC430443	Gallus gallus (Chicken)	156
A0A1D5PXY0	A0A1D5PXY0_CHICK	unreviewed	PHD and ring finger domains 1		Gallus gallus (Chicken)	1679
E1BX58	E1BX58_CHICK	unreviewed	Matrix metallopeptidase 23B	MMP23B	Gallus gallus (Chicken)	400
Q90YK0	Q90YK0_CHICK	unreviewed	Insulin-like growth factor II (Fragment)		Gallus gallus (Chicken)	53
F1N9I8	F1N9I8_CHICK	unreviewed	Amino acid transporter		Gallus gallus (Chicken)	545
F1NGZ1	F1NGZ1_CHICK	unreviewed	Uncharacterized protein	LOC421298	Gallus gallus (Chicken)	296
F1NNK6	F1NNK6_CHICK	unreviewed	Heat shock transcription factor 4	HSF4	Gallus gallus (Chicken)	510
F1P235	F1P235_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	205
A0A1D5PGR0	A0A1D5PGR0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	193
A0A1D5PT47	A0A1D5PT47_CHICK	unreviewed	Charged multivesicular body protein 1b	CHMP1B	Gallus gallus (Chicken)	199
Q27J91	Q27J91_CHICK	unreviewed	Leukocyte ribonuclease A-1		Gallus gallus (Chicken)	139
F1N9K6	F1N9K6_CHICK	unreviewed	PAS domain containing serine/threonine kinase	PASK	Gallus gallus (Chicken)	1348
Q9PTF1	Q9PTF1_CHICK	unreviewed	Myeloid ecotropic viral insertion site-1a protein (Fragment)		Gallus gallus (Chicken)	386
A0A1L1RKX9	A0A1L1RKX9_CHICK	unreviewed	Small nuclear ribonucleoprotein-associated protein B'	SNRPB	Gallus gallus (Chicken)	99
A0A1L1RU49	A0A1L1RU49_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	232
A0A1L1RYZ3	A0A1L1RYZ3_CHICK	unreviewed	NAD(P) dependent steroid dehydrogenase-like	NSDHL	Gallus gallus (Chicken)	206
Q8AV70	Q8AV70_CHICK	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	cEphA6	Gallus gallus (Chicken)	718
A0A1L1RL57	A0A1L1RL57_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	124
A0A1L1RPS8	A0A1L1RPS8_CHICK	unreviewed	Proto-oncogene tyrosine-protein kinase Src	SRC	Gallus gallus (Chicken)	18
A0A1L1RTP1	A0A1L1RTP1_CHICK	unreviewed	Interleukin 10 receptor subunit alpha	IL10RA	Gallus gallus (Chicken)	318
Q7YPW7	Q7YPW7_CHICK	unreviewed	MHC class I antigen (Fragment)	BF	Gallus gallus (Chicken)	232
Q8UW79	Q8UW79_CHICK	unreviewed	Tumor suppressor BRCA2	brca2	Gallus gallus (Chicken)	3397
C0L3J6	C0L3J6_CHICK	unreviewed	Heat shock protein 70 (Fragment)	HSP70	Gallus gallus (Chicken)	55
E5DF54	E5DF54_CHICK	unreviewed	Cytochrome c oxidase subunit 1 (EC 1.9.3.1)	COX1	Gallus gallus (Chicken)	516
F1P4F9	F1P4F9_CHICK	unreviewed	Cysteinyl leukotriene receptor 1		Gallus gallus (Chicken)	425
E1C7J1	E1C7J1_CHICK	unreviewed	Carbonic anhydrase 10	CA10	Gallus gallus (Chicken)	328
E1C2K8	E1C2K8_CHICK	unreviewed	Uncharacterized protein	ANGPTL5	Gallus gallus (Chicken)	390
F1NAA9	F1NAA9_CHICK	unreviewed	Arylsulfatase K	ARSK	Gallus gallus (Chicken)	554
F1NIY6	F1NIY6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	642
F1NWZ8	F1NWZ8_CHICK	unreviewed	DNA replication ATP-dependent helicase/nuclease DNA2	DNA2	Gallus gallus (Chicken)	992
A0A1D5NTG2	A0A1D5NTG2_CHICK	unreviewed	RNA binding motif protein 14	RBM14	Gallus gallus (Chicken)	750
A0A1D5P1K9	A0A1D5P1K9_CHICK	unreviewed	Erythrocyte membrane protein band 4.1 like 1	EPB41L1	Gallus gallus (Chicken)	864
A0A1D5PBJ8	A0A1D5PBJ8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	604
A0A1D5PFB6	A0A1D5PFB6_CHICK	unreviewed	Stearoyl-CoA desaturase 5	SCD5	Gallus gallus (Chicken)	247
A0A1D5PVC4	A0A1D5PVC4_CHICK	unreviewed	CCR4-NOT transcription complex subunit 9	RQCD1	Gallus gallus (Chicken)	299
Q2ACD0	Q2ACD0_CHICK	unreviewed	Mesotocin-neurophysin I (Fragment)	MST	Gallus gallus (Chicken)	107
A0A1D5PST7	A0A1D5PST7_CHICK	unreviewed	Aladin WD repeat nucleoporin		Gallus gallus (Chicken)	399
A0A1D5NVT5	A0A1D5NVT5_CHICK	unreviewed	Uncharacterized protein	SYT15	Gallus gallus (Chicken)	317
A0A1D5P7T8	A0A1D5P7T8_CHICK	unreviewed	Uncharacterized protein	NKX2-6	Gallus gallus (Chicken)	193
A0A1D5PCW4	A0A1D5PCW4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	688
A0A1D5PM30	A0A1D5PM30_CHICK	unreviewed	Parkin coregulated	PACRG	Gallus gallus (Chicken)	139
A0A1D5PW08	A0A1D5PW08_CHICK	unreviewed	Euchromatic histone lysine methyltransferase 1	EHMT1	Gallus gallus (Chicken)	1322
A0A1L1RK05	A0A1L1RK05_CHICK	unreviewed	Sorting nexin family member 27	SNX27	Gallus gallus (Chicken)	529
A0A1L1RQ56	A0A1L1RQ56_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	99
A0A1L1RVI1	A0A1L1RVI1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	368
F1N8E4	F1N8E4_CHICK	unreviewed	Switch-associated protein 70	SWAP70	Gallus gallus (Chicken)	586
F1NGF6	F1NGF6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	3746
F1NJP7	F1NJP7_CHICK	unreviewed	Voltage-dependent L-type calcium channel subunit alpha		Gallus gallus (Chicken)	2081
R4GGT1	R4GGT1_CHICK	unreviewed	Uncharacterized protein	MESP1	Gallus gallus (Chicken)	303
F1P315	F1P315_CHICK	unreviewed	Nuclear factor, erythroid 2 like 2	NFE2L2	Gallus gallus (Chicken)	582
A0A1D5NX72	A0A1D5NX72_CHICK	unreviewed	ARFGEF family member 3	ARFGEF3	Gallus gallus (Chicken)	1479
A0A1D5P1L5	A0A1D5P1L5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	120
A0A1D5P5Z9	A0A1D5P5Z9_CHICK	unreviewed	Uncharacterized protein	LOC107054537	Gallus gallus (Chicken)	203
A0A1D5PCE8	A0A1D5PCE8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	581
A0A1D5PQ39	A0A1D5PQ39_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	672
A0A1D5PRK5	A0A1D5PRK5_CHICK	unreviewed	CUB and Sushi multiple domains 1	CSMD1	Gallus gallus (Chicken)	3138
A0A1L1RMZ4	A0A1L1RMZ4_CHICK	unreviewed	Hyaluronan synthase 2	HAS2	Gallus gallus (Chicken)	551
A0A1L1RQT0	A0A1L1RQT0_CHICK	unreviewed	IMP4, U3 small nucleolar ribonucleoprotein	IMP4	Gallus gallus (Chicken)	93
E1BQD2	E1BQD2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	782
E1BRR6	E1BRR6_CHICK	unreviewed	Scavenger receptor class B member 2	SCARB2	Gallus gallus (Chicken)	481
E1C7E9	E1C7E9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	367
E1BUQ7	E1BUQ7_CHICK	unreviewed	Zinc finger FYVE-type containing 19	ZFYVE19	Gallus gallus (Chicken)	420
A0A023H673	A0A023H673_CHICK	unreviewed	Oocyte maturation factor Mos (Fragment)	c-mos	Gallus gallus (Chicken)	176
Q5ZHL2	Q5ZHL2_CHICK	unreviewed	Uncharacterized protein	RCJMB04_36h7	Gallus gallus (Chicken)	351
A0A1D5PNK8	A0A1D5PNK8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	408
A0A1D5P049	A0A1D5P049_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	72
A0A1D5P7P1	A0A1D5P7P1_CHICK	unreviewed	Uncharacterized protein	LOC107056096	Gallus gallus (Chicken)	184
A0A1D5P982	A0A1D5P982_CHICK	unreviewed	Uncharacterized protein	LOC427010	Gallus gallus (Chicken)	1069
A0A1D5PJ68	A0A1D5PJ68_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	253
A0A1D5PKW4	A0A1D5PKW4_CHICK	unreviewed	Uncharacterized protein	LOC107056611	Gallus gallus (Chicken)	236
A0A1D5PR36	A0A1D5PR36_CHICK	unreviewed	Exocyst complex component	EXOC6	Gallus gallus (Chicken)	821
A0A1D5PYE0	A0A1D5PYE0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	825
E1BUH7	E1BUH7_CHICK	unreviewed	Uncharacterized protein	TMEM43	Gallus gallus (Chicken)	400
E1C3M1	E1C3M1_CHICK	unreviewed	Family with sequence similarity 189 member A1		Gallus gallus (Chicken)	700
F1CN41	F1CN41_CHICK	unreviewed	MHC class I antigen		Gallus gallus (Chicken)	355
F1NKW2	F1NKW2_CHICK	unreviewed	Ceramide kinase like	CERKL	Gallus gallus (Chicken)	534
Q5ZJ35	Q5ZJ35_CHICK	unreviewed	Uncharacterized protein	RCJMB04_20p24	Gallus gallus (Chicken)	155
Q5ZLW8	Q5ZLW8_CHICK	unreviewed	Uncharacterized protein	RCJMB04_4j7	Gallus gallus (Chicken)	397
D7REI9	D7REI9_CHICK	unreviewed	FTO isoform 3		Gallus gallus (Chicken)	228
J7I307	J7I307_CHICK	unreviewed	Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Fragment)	COX1	Gallus gallus (Chicken)	182
A0A1L1RWX3	A0A1L1RWX3_CHICK	unreviewed	Adducin 1	ADD1	Gallus gallus (Chicken)	733
Q8QGD7	Q8QGD7_CHICK	unreviewed	Vascular endothelial growth factor D		Gallus gallus (Chicken)	252
A0A1L1RPS9	A0A1L1RPS9_CHICK	unreviewed	Phosphoribosyl transferase domain containing 1	PRTFDC1	Gallus gallus (Chicken)	123
F1NIN1	F1NIN1_CHICK	unreviewed	Kelch like family member 4	KLHL4	Gallus gallus (Chicken)	720
A0A1L1RL00	A0A1L1RL00_CHICK	unreviewed	WD repeat domain phosphoinositide-interacting protein 2	WIPI2	Gallus gallus (Chicken)	154
A0A1L1RRY3	A0A1L1RRY3_CHICK	unreviewed	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	COQ5	Gallus gallus (Chicken)	152
A0A1L1RTH9	A0A1L1RTH9_CHICK	unreviewed	Uncharacterized protein	CKAP5	Gallus gallus (Chicken)	322
A0A1L1RVM2	A0A1L1RVM2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	163
P79985	P79985_CHICK	unreviewed	CD8 alpha chain (Fragment)		Gallus gallus (Chicken)	167
Q8UWJ0	Q8UWJ0_CHICK	unreviewed	Death receptor 6 (Fragment)		Gallus gallus (Chicken)	83
Q9B621	Q9B621_CHICK	unreviewed	Cytochrome b		Gallus gallus (Chicken)	380
A0A1L1RV71	A0A1L1RV71_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	317
E1BWF6	E1BWF6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	562
E1C788	E1C788_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	488
F1NHM9	F1NHM9_CHICK	unreviewed	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4)	PGAM1	Gallus gallus (Chicken)	254
F1P1K2	F1P1K2_CHICK	unreviewed	Membrane bound O-acyltransferase domain containing 4	MBOAT4	Gallus gallus (Chicken)	424
Q9I9L3	Q9I9L3_CHICK	unreviewed	GART-A (Fragment)		Gallus gallus (Chicken)	98
F1P4Y5	F1P4Y5_CHICK	unreviewed	Neuronal acetylcholine receptor subunit alpha-7	CHRNA7	Gallus gallus (Chicken)	502
F1P5L4	F1P5L4_CHICK	unreviewed	Elongator complex protein 1	IKBKAP	Gallus gallus (Chicken)	1334
E1BVE9	E1BVE9_CHICK	unreviewed	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)	WBSCR17	Gallus gallus (Chicken)	598
F1NHB6	F1NHB6_CHICK	unreviewed	Mitogen-activated protein kinase-activated protein kinase 5	MAPKAPK5	Gallus gallus (Chicken)	465
R4GFT6	R4GFT6_CHICK	unreviewed	Sad1 and UNC84 domain containing 2	SUN2	Gallus gallus (Chicken)	698
A0A1D5PLV8	A0A1D5PLV8_CHICK	unreviewed	SET binding protein 1	SETBP1	Gallus gallus (Chicken)	1432
A0A1D5PE62	A0A1D5PE62_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	277
A0A1D5PQP2	A0A1D5PQP2_CHICK	unreviewed	RB1 inducible coiled-coil 1	RB1CC1	Gallus gallus (Chicken)	691
A0A1D5P9R1	A0A1D5P9R1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	734
A0A1D5PDL0	A0A1D5PDL0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	280
A0A1D5PE88	A0A1D5PE88_CHICK	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	NKTR	Gallus gallus (Chicken)	105
A0A1D5PLA0	A0A1D5PLA0_CHICK	unreviewed	Phospholipid-transporting ATPase (EC 3.6.3.1)	ATP8B2	Gallus gallus (Chicken)	1036
A0A1D5PWL6	A0A1D5PWL6_CHICK	unreviewed	AP-3 complex subunit sigma-1	AP3S1	Gallus gallus (Chicken)	168
A0A1D5PZM0	A0A1D5PZM0_CHICK	unreviewed	EPS8 like 2		Gallus gallus (Chicken)	487
A0A1D5PFN1	A0A1D5PFN1_CHICK	unreviewed	Uncharacterized protein	RNASEH1	Gallus gallus (Chicken)	146
Q2XSY6	Q2XSY6_CHICK	unreviewed	Telomerase reverse transcriptase variant 11 (Fragment)	TERT	Gallus gallus (Chicken)	104
Q5ZJM6	Q5ZJM6_CHICK	unreviewed	Uncharacterized protein	RCJMB04_17b10	Gallus gallus (Chicken)	373
A0A1L1RPE0	A0A1L1RPE0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	159
Q9IA69	Q9IA69_CHICK	unreviewed	Inhibitor of apoptosis 1 (Fragment)		Gallus gallus (Chicken)	197
A0A1L1RLY8	A0A1L1RLY8_CHICK	unreviewed	FMR1 autosomal homolog 1	FXR1	Gallus gallus (Chicken)	491
A0A1L1RU51	A0A1L1RU51_CHICK	unreviewed	Ectonucleoside triphosphate diphosphohydrolase 5		Gallus gallus (Chicken)	411
Q0KKP6	Q0KKP6_CHICK	unreviewed	Interleukin-13 receptor alpha 2	IL-13R alpha 2	Gallus gallus (Chicken)	380
T1W2V8	T1W2V8_CHICK	unreviewed	MHC class I antigen (Fragment)	BF	Gallus gallus (Chicken)	87
A0A1L1RR08	A0A1L1RR08_CHICK	unreviewed	MICOS complex subunit	KLHL15	Gallus gallus (Chicken)	202
A0A1L1RVA4	A0A1L1RVA4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	115
M4MBM4	M4MBM4_CHICK	unreviewed	Heat shock protein 70 (Fragment)	HSP70	Gallus gallus (Chicken)	99
Q9PRM4	Q9PRM4_CHICK	unreviewed	Laminin-binding protein 120 (Fragment)		Gallus gallus (Chicken)	20
B4YK11	B4YK11_CHICK	unreviewed	Olfactory receptor (Fragment)		Gallus gallus (Chicken)	159
Q6RUV9	Q6RUV9_CHICK	unreviewed	EBF3 (Fragment)	EBF3	Gallus gallus (Chicken)	216
F1NZB8	F1NZB8_CHICK	unreviewed	PRELI domain containing 3A	SLMO1	Gallus gallus (Chicken)	192
F1NYI8	F1NYI8_CHICK	unreviewed	Lon protease homolog 2, peroxisomal (EC 3.4.21.-)	LONP2	Gallus gallus (Chicken)	852
A0A1D5P5K6	A0A1D5P5K6_CHICK	unreviewed	Transcription factor 20	TCF20	Gallus gallus (Chicken)	1919
A0A1D5P6L4	A0A1D5P6L4_CHICK	unreviewed	Ankyrin repeat and SOCS box containing 5	ASB5	Gallus gallus (Chicken)	302
A0A1D5PS51	A0A1D5PS51_CHICK	unreviewed	Epsin 3		Gallus gallus (Chicken)	573
F1NES5	F1NES5_CHICK	unreviewed	Tenomodulin	TNMD	Gallus gallus (Chicken)	319
F1NPC5	F1NPC5_CHICK	unreviewed	Uncharacterized protein	RFK	Gallus gallus (Chicken)	155
A0A1D5P2P6	A0A1D5P2P6_CHICK	unreviewed	AT-rich interaction domain 2	ARID2	Gallus gallus (Chicken)	1830
A0A1D5PFS2	A0A1D5PFS2_CHICK	unreviewed	Uncharacterized protein	RRAGB	Gallus gallus (Chicken)	313
A0A1D5PV36	A0A1D5PV36_CHICK	unreviewed	Tetratricopeptide repeat domain 38	TTC38	Gallus gallus (Chicken)	374
A0A1D5PFX4	A0A1D5PFX4_CHICK	unreviewed	OTU deubiquitinase 4	OTUD4	Gallus gallus (Chicken)	1054
A0A1D5PPG4	A0A1D5PPG4_CHICK	unreviewed	Uncharacterized protein	ZNF302	Gallus gallus (Chicken)	490
E1C440	E1C440_CHICK	unreviewed	Amyloid beta precursor protein	APP	Gallus gallus (Chicken)	751
F1NEQ2	F1NEQ2_CHICK	unreviewed	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	TAB1	Gallus gallus (Chicken)	502
F1NX32	F1NX32_CHICK	unreviewed	Glycine cleavage system P protein (EC 1.4.4.2)	GLDC	Gallus gallus (Chicken)	1004
A0A1L1RSZ1	A0A1L1RSZ1_CHICK	unreviewed	Ribosomal protein L7 like 1	RPL7L1	Gallus gallus (Chicken)	175
A0A1L1RKM6	A0A1L1RKM6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	1400
A0A1L1RSG6	A0A1L1RSG6_CHICK	unreviewed	Family with sequence similarity 210 member B	FAM210B	Gallus gallus (Chicken)	166
A0A1L1RYF5	A0A1L1RYF5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	361
A0A1L1RIT5	A0A1L1RIT5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	138
A0A1L1RNN5	A0A1L1RNN5_CHICK	unreviewed	Family with sequence similarity 103 member A1	FAM103A1	Gallus gallus (Chicken)	102
A0A1L1RQJ4	A0A1L1RQJ4_CHICK	unreviewed	Exostosin glycosyltransferase 2	EXT2	Gallus gallus (Chicken)	248
A0A1L1S0U0	A0A1L1S0U0_CHICK	unreviewed	NOVA alternative splicing regulator 1	NOVA1	Gallus gallus (Chicken)	192
Q5ZHY7	Q5ZHY7_CHICK	unreviewed	Uncharacterized protein	RCJMB04_32b15	Gallus gallus (Chicken)	557
Q71R46	Q71R46_CHICK	unreviewed	Midline 1		Gallus gallus (Chicken)	667
F1P1A1	F1P1A1_CHICK	unreviewed	FRY like transcription coactivator	FRYL	Gallus gallus (Chicken)	3012
H9L2E3	H9L2E3_CHICK	unreviewed	Semaphorin 3B		Gallus gallus (Chicken)	705
E1BVU4	E1BVU4_CHICK	unreviewed	SH3 domain binding glutamate rich protein	SH3BGR	Gallus gallus (Chicken)	181
F1NWH0	F1NWH0_CHICK	unreviewed	ATP binding cassette subfamily A member 7		Gallus gallus (Chicken)	2230
A0A1D5NTF1	A0A1D5NTF1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	63
A0A1D5PVN9	A0A1D5PVN9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	441
F1P168	F1P168_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	765
F1NZH9	F1NZH9_CHICK	unreviewed	Mitochondrial rRNA methyltransferase 2	FTSJ2	Gallus gallus (Chicken)	244
H9CZQ4	H9CZQ4_CHICK	unreviewed	Endothelial nitric oxide synthase 3 isoform 6	NOS3	Gallus gallus (Chicken)	983
O42094	O42094_CHICK	unreviewed	Alpha1 integrin		Gallus gallus (Chicken)	1171
A0A1D5NZ64	A0A1D5NZ64_CHICK	unreviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	PPAT	Gallus gallus (Chicken)	510
A0A1D5NXP6	A0A1D5NXP6_CHICK	unreviewed	Uncharacterized protein	NLRP3	Gallus gallus (Chicken)	925
A0A1D5PFH3	A0A1D5PFH3_CHICK	unreviewed	Uncharacterized protein	C14orf2	Gallus gallus (Chicken)	54
A0A1D5PQ82	A0A1D5PQ82_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	198
A0A1L1RIP5	A0A1L1RIP5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	540
A0A1L1RM33	A0A1L1RM33_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	164
